inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,vote2016
New York,1980,Female,Heterosexual / straight,No,Post-grad,Yes,Black,Part-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Somewhat important,Never,A few times a week,Something else,0,Most of the time,"$200,000 - $249,999",Rent,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
New York,1963,Male,Gay man,No,4-year,Yes,Hispanic,Full-time,Broadband,Broadband,Never married,Democrat,Liberal,No,Somewhat important,Seldom,A few times a month,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Rent,City,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Pennsylvania,1950,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,None,Married,Republican,Conservative,No,Not too important,Never,Seldom,Roman Catholic,0,Most of the time,"$100,000 - $119,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,Donald Trump
Ohio,1993,Male,Heterosexual / straight,No,High school graduate,Yes,White,Unemployed,Broadband,Broadband,Married,Democrat,Moderate,No,Very important,A few times a year,A few times a week,Protestant,1,Some of the time,"$20,000 - $29,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
California,1975,Male,Heterosexual / straight,No,Post-grad,Yes,Asian,Full-time,Broadband,Broadband,Married,Other,Moderate,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$150,000 - $199,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"Yes, a member of my household is currently a union member",Yes,Hillary Clinton
Utah,1970,Female,Heterosexual / straight,No,2-year,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Somewhat important,Seldom,Seldom,Roman Catholic,0,Some of the time,"$70,000 - $79,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"Yes, a member of my household is currently a union member",No,Donald Trump
California,1964,Female,Heterosexual / straight,No,No HS,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Very important,Once a week,Several times a day,Protestant,1,Hardly at all,"$100,000 - $119,999",Rent,City,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,Hillary Clinton
Georgia,1965,Female,Heterosexual / straight,No,High school graduate,Yes,Black,Retired,None,None,Widowed,Democrat,Very conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Some of the time,"Less than $10,000",Rent,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Tennessee,1977,Male,Heterosexual / straight,No,Some college,Yes,Black,Full-time,Broadband,Broadband,Married,Democrat,Liberal,Yes,Somewhat important,Once or twice a month,Once a day,Protestant,4,Only now and then,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Virginia,1985,Female,Heterosexual / straight,No,Post-grad,Yes,Black,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not at all important,Seldom,Seldom,Nothing in particular,0,Some of the time,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,Hillary Clinton
Louisiana,1989,Female,Heterosexual / straight,No,Some college,Yes,Black,Full-time,Broadband,Dial-up,Married,Democrat,Very liberal,Yes,Very important,More than once a week,Several times a day,Something else,4,Some of the time,"$60,000 - $69,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
South Carolina,1961,Male,Heterosexual / straight,No,4-year,Yes,Hispanic,Retired,Broadband,Broadband,Married,Republican,Conservative,No,Somewhat important,A few times a year,Once a day,Roman Catholic,2,Most of the time,"$120,000 - $149,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Hawaii,1988,Male,Prefer not to say,Prefer not to say,2-year,Yes,Middle Eastern,Student,None,None,Never married,Not sure,Not sure,No,Not at all important,Don't know,Don't know,Nothing in particular,0,Don't know,Prefer not to say,Own,Rural area,I am an immigrant to the USA and not a citizen of the USA,No,"No, no one in my household has ever been a member of a labor union",No,I don't recall
Washington,1947,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,None,Married,Independent,Moderate,No,Somewhat important,A few times a year,A few times a week,Protestant,0,Some of the time,"$30,000 - $39,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Illinois,1992,Female,Heterosexual / straight,No,Some college,Yes,Black,Part-time,None,None,Never married,Democrat,Moderate,No,Very important,A few times a year,Seldom,Nothing in particular,0,Some of the time,"Less than $10,000",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,Hillary Clinton
Oregon,1988,Male,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Broadband,None,Never married,Other,Conservative,No,Very important,A few times a year,Once a day,Roman Catholic,0,Most of the time,"$20,000 - $29,999",Rent,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
North Dakota,1987,Male,Gay man,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Liberal,No,Not too important,Never,Never,Nothing in particular,0,Most of the time,"$40,000 - $49,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Florida,1976,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not at all important,Never,Seldom,Nothing in particular,2,Most of the time,"$60,000 - $69,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
New York,1951,Female,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Broadband,None,Divorced,Democrat,Liberal,No,Not too important,Seldom,Seldom,Protestant,0,Only now and then,"$30,000 - $39,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Someone else
Missouri,1982,Male,Heterosexual / straight,No,2-year,Yes,White,Permanently disabled,Broadband,None,Separated,Republican,Conservative,No,Not at all important,Never,Seldom,Agnostic,0,Only now and then,"$10,000 - $19,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
North Carolina,1959,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,None,Separated,Other,Conservative,No,Somewhat important,Never,Never,Protestant,0,Some of the time,"$40,000 - $49,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
New York,1978,Male,Heterosexual / straight,No,Post-grad,Yes,Asian,Full-time,Broadband,Broadband,Never married,Republican,Moderate,No,Somewhat important,Seldom,Seldom,Protestant,0,Some of the time,"$150,000 - $199,999",Rent,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
Nevada,1949,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,None,Divorced,Democrat,Liberal,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$50,000 - $59,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Texas,1983,Female,Heterosexual / straight,No,Some college,Yes,Hispanic,Full-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Very important,Seldom,Once a day,Roman Catholic,0,Some of the time,"$50,000 - $59,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Illinois,1998,Female,Heterosexual / straight,Yes,2-year,Yes,Black,Full-time,Broadband,Dial-up,Separated,Democrat,Very conservative,Yes,Very important,Once a week,Once a day,Roman Catholic,2,Most of the time,"$50,000 - $59,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"Yes, a member of my household is currently a union member",Yes,Hillary Clinton
New York,1974,Female,Heterosexual / straight,No,4-year,Yes,Black,Temporarily laid off,Broadband,None,Never married,Democrat,Moderate,No,Somewhat important,Seldom,Several times a day,Protestant,0,Most of the time,"$50,000 - $59,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
California,1942,Female,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Dial-up,None,Married,Republican,Very conservative,No,Very important,Once a week,Several times a day,Roman Catholic,0,Some of the time,"$60,000 - $69,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"Yes, a member of my household is currently a union member",Yes,Donald Trump
Mississippi,1978,Female,Heterosexual / straight,No,Post-grad,Yes,Black,Unemployed,Broadband,Broadband,Never married,Democrat,Liberal,No,Somewhat important,A few times a year,A few times a week,Nothing in particular,1,Don't know,Prefer not to say,Rent,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
California,1957,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,None,Widowed,Democrat,Moderate,No,Very important,Once a week,Several times a day,Protestant,0,Some of the time,"$10,000 - $19,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
Pennsylvania,1955,Female,Prefer not to say,No,High school graduate,Yes,White,Homemaker,Broadband,None,Married,Republican,Moderate,No,Very important,Once a week,Once a day,Roman Catholic,0,Only now and then,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Hawaii,1953,Male,Heterosexual / straight,No,High school graduate,Yes,Asian,Retired,Broadband,Broadband,Married,Democrat,Moderate,No,Not at all important,Never,Never,Something else,0,Only now and then,"$500,000 or more",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
California,1956,Female,Heterosexual / straight,No,High school graduate,Yes,Mixed,Part-time,Broadband,None,Divorced,Democrat,Liberal,No,Somewhat important,Never,A few times a month,Buddhist,0,Some of the time,"$50,000 - $59,999",Other,City,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
